#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
hsa04659	Th17 cell differentiation	25	99	0.79	9.81e-11	9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234310,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000300305,9606.ENSP00000306245,9606.ENSP00000332973,9606.ENSP00000335153,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000354394,9606.ENSP00000354558,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000371067,9606.ENSP00000378323,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000430684,9606.ENSP00000432511,9606.ENSP00000447297,9606.ENSP00000499900	TGFB1,NFKB1,IFNG,PPP3R1,MAPK3,IL1B,STAT3,RUNX1,FOS,SMAD3,HSP90AA1,SMAD4,TGFBR2,STAT1,MTOR,CHUK,JUN,JAK2,PPP3CA,IL6,IL1R1,IKBKB,JAK3,TGFBR1,JAK1
hsa05221	Acute myeloid leukemia	21	67	0.88	1.39e-10	9606.ENSP00000226574,9606.ENSP00000227163,9606.ENSP00000227507,9606.ENSP00000241453,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000265165,9606.ENSP00000288135,9606.ENSP00000300305,9606.ENSP00000302486,9606.ENSP00000340347,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000376345,9606.ENSP00000401888,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000478887,9606.ENSP00000481380	NFKB1,SPI1,CCND1,FLT3,KRAS,MAPK3,STAT3,LEF1,KIT,RUNX1,MAP2K1,TCF7,MTOR,NRAS,CHUK,GRB2,RAF1,PIK3R1,IKBKB,MYC,CCNA2
hsa04014	Ras signaling pathway	36	225	0.59	4.31e-10	9606.ENSP00000226574,9606.ENSP00000241453,9606.ENSP00000250559,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000267843,9606.ENSP00000275493,9606.ENSP00000288135,9606.ENSP00000302486,9606.ENSP00000317272,9606.ENSP00000329967,9606.ENSP00000330382,9606.ENSP00000339824,9606.ENSP00000346508,9606.ENSP00000351015,9606.ENSP00000358464,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000361423,9606.ENSP00000361892,9606.ENSP00000365230,9606.ENSP00000367686,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000393312,9606.ENSP00000399324,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000414303,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000495951,9606.ENSP00000497069	NFKB1,FLT3,RAP1B,KRAS,PDGFRA,MAPK3,FGF2,FGF7,EGFR,KIT,MAP2K1,MET,TBK1,PDGFB,FGFR3,PDGFA,NF1,SHOC2,NRAS,CHUK,ABL1,STK4,BCL2L1,PAK5,GRB2,IGF1,FGFR1,FGF16,RAF1,TGFA,PRKCA,BDNF,PIK3R1,IKBKB,KITLG,IGF1R
hsa04350	TGF-beta signaling pathway	23	91	0.79	5.94e-10	9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000234091,9606.ENSP00000260356,9606.ENSP00000262158,9606.ENSP00000263025,9606.ENSP00000305769,9606.ENSP00000324804,9606.ENSP00000327440,9606.ENSP00000332973,9606.ENSP00000341551,9606.ENSP00000351905,9606.ENSP00000363689,9606.ENSP00000363708,9606.ENSP00000364683,9606.ENSP00000365280,9606.ENSP00000379204,9606.ENSP00000398124,9606.ENSP00000398698,9606.ENSP00000401907,9606.ENSP00000405004,9606.ENSP00000447297,9606.ENSP00000478887	TGFB1,IFNG,ID2,THBS1,SMAD7,MAPK3,SMAD1,PPP2R1A,BMP8A,SMAD3,SMAD4,TGFBR2,ID3,BMPR2,BAMBI,ID1,BMP7,E2F5,TNF,BMPR1B,ACVR1,TGFBR1,MYC
hsa04657	IL-17 signaling pathway	23	91	0.79	5.94e-10	9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000299767,9606.ENSP00000299855,9606.ENSP00000301838,9606.ENSP00000304915,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000322788,9606.ENSP00000329967,9606.ENSP00000335153,9606.ENSP00000356438,9606.ENSP00000357727,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000385269,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000430684,9606.ENSP00000433623	NFKB1,IFNG,MAPK3,IL1B,HSP90B1,MMP3,FADD,IL13,FOS,CXCL8,CASP3,MMP1,TBK1,HSP90AA1,PTGS2,S100A9,CHUK,JUN,ELAVL1,IL6,TNF,IKBKB,TRAF6
hsa05146	Amoebiasis	24	101	0.76	6.71e-10	9606.ENSP00000221930,9606.ENSP00000225964,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000258341,9606.ENSP00000260010,9606.ENSP00000263341,9606.ENSP00000297268,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000327251,9606.ENSP00000331902,9606.ENSP00000346839,9606.ENSP00000353654,9606.ENSP00000354458,9606.ENSP00000363089,9606.ENSP00000364979,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000398698,9606.ENSP00000408695,9606.ENSP00000412237,9606.ENSP00000428056,9606.ENSP00000501245	TGFB1,COL1A1,NFKB1,IFNG,LAMC1,TLR2,IL1B,COL1A2,CXCL8,CASP3,NOS2,COL4A5,FN1,COL4A2,C8A,TLR4,COL4A1,IL6,IL1R1,TNF,PRKCA,IL10,PIK3R1,CD1D
hsa04066	HIF-1 signaling pathway	24	102	0.76	7.85e-10	9606.ENSP00000216117,9606.ENSP00000226574,9606.ENSP00000228872,9606.ENSP00000229135,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000290573,9606.ENSP00000302486,9606.ENSP00000327251,9606.ENSP00000354558,9606.ENSP00000363089,9606.ENSP00000376637,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000445175,9606.ENSP00000469686,9606.ENSP00000492001,9606.ENSP00000495530,9606.ENSP00000497069	HMOX1,NFKB1,CDKN1B,IFNG,MAPK3,STAT3,ERBB2,EGFR,HK2,MAP2K1,NOS2,MTOR,TLR4,IGF1,BCL2,CDKN1A,IL6,PRKCA,PIK3R1,LDHA,EGLN2,PFKFB3,ENO1,IGF1R
hsa04310	Wnt signaling pathway	29	154	0.66	1.01e-09	9606.ENSP00000225512,9606.ENSP00000227507,9606.ENSP00000234310,9606.ENSP00000261254,9606.ENSP00000261349,9606.ENSP00000264634,9606.ENSP00000265165,9606.ENSP00000269305,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000302625,9606.ENSP00000317985,9606.ENSP00000332973,9606.ENSP00000340347,9606.ENSP00000341551,9606.ENSP00000349156,9606.ENSP00000359864,9606.ENSP00000360266,9606.ENSP00000362082,9606.ENSP00000364683,9606.ENSP00000378323,9606.ENSP00000384625,9606.ENSP00000408695,9606.ENSP00000478721,9606.ENSP00000478887,9606.ENSP00000495240,9606.ENSP00000495360	WNT3,CCND1,PPP3R1,CCND2,LRP6,WNT5A,LEF1,TP53,WNT3A,WNT7A,FZD7,WNT1,AXIN2,ROCK2,SMAD3,TCF7,SMAD4,SIAH1,GPC4,JUN,CCND3,BAMBI,PPP3CA,NLK,PRKCA,RYK,MYC,CHD8,CTNNB1
hsa04630	JAK-STAT signaling pathway	29	158	0.65	1.69e-09	9606.ENSP00000227507,9606.ENSP00000229135,9606.ENSP00000257290,9606.ENSP00000261254,9606.ENSP00000262345,9606.ENSP00000264657,9606.ENSP00000275493,9606.ENSP00000304915,9606.ENSP00000330341,9606.ENSP00000330382,9606.ENSP00000346508,9606.ENSP00000354394,9606.ENSP00000354558,9606.ENSP00000358022,9606.ENSP00000362082,9606.ENSP00000365230,9606.ENSP00000369581,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000384849,9606.ENSP00000385675,9606.ENSP00000398368,9606.ENSP00000401888,9606.ENSP00000412237,9606.ENSP00000428056,9606.ENSP00000432511,9606.ENSP00000478887,9606.ENSP00000499900	CCND1,IFNG,PDGFRA,CCND2,IL12RB2,STAT3,EGFR,IL13,SOCS3,PDGFB,PDGFA,STAT1,MTOR,MCL1,CCND3,BCL2L1,IFNB1,JAK2,GRB2,BCL2,CDKN1A,IL6,LIFR,RAF1,IL10,PIK3R1,JAK3,MYC,JAK1
hsa04012	ErbB signaling pathway	21	81	0.8	2.35e-09	9606.ENSP00000228872,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000267101,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000302486,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000361423,9606.ENSP00000367686,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000384849,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000408695,9606.ENSP00000410402,9606.ENSP00000428056,9606.ENSP00000478887	CDKN1B,KRAS,MAPK3,ERBB3,ERBB2,EGFR,MAP2K1,MTOR,NRAS,JUN,ABL1,PAK5,GRB2,MAP2K7,CDKN1A,RAF1,TGFA,PRKCA,MAP2K4,PIK3R1,MYC
hsa04150	mTOR signaling pathway	28	150	0.65	2.36e-09	9606.ENSP00000225512,9606.ENSP00000256078,9606.ENSP00000256644,9606.ENSP00000261349,9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000302486,9606.ENSP00000304895,9606.ENSP00000307272,9606.ENSP00000307305,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000360290,9606.ENSP00000361021,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000424183,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000497069	WNT3,KRAS,LAMTOR5,LRP6,MAPK3,WNT5A,WNT3A,WNT7A,FZD7,WNT1,MAP2K1,IRS1,RPTOR,DDIT4,MTOR,NRAS,CHUK,PRKAA2,PTEN,GRB2,IGF1,TNF,RAF1,PRKCA,LAMTOR3,PIK3R1,IKBKB,IGF1R
hsa05130	Pathogenic Escherichia coli infection	31	187	0.6	3.63e-09	9606.ENSP00000216181,9606.ENSP00000226574,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000301838,9606.ENSP00000303145,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000308541,9606.ENSP00000311032,9606.ENSP00000317985,9606.ENSP00000318195,9606.ENSP00000346671,9606.ENSP00000358327,9606.ENSP00000358997,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000361423,9606.ENSP00000363089,9606.ENSP00000363591,9606.ENSP00000376330,9606.ENSP00000381823,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000398698,9606.ENSP00000421280,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000439020,9606.ENSP00000498321	MYH9,NFKB1,MAPK3,IL1B,TNFRSF10B,FADD,TMED10,FOS,CXCL8,F2,CASP3,ROCK2,NCL,FYN,CASP7,IRAK1,CHUK,JUN,ABL1,TLR4,BAK1,WIPF1,SEC24A,IL6,IL1R1,TNF,MYO10,IKBKB,TRAF6,TUBA1A,MYD88
hsa04722	Neurotrophin signaling pathway	24	112	0.71	3.69e-09	9606.ENSP00000226574,9606.ENSP00000250559,9606.ENSP00000256078,9606.ENSP00000256458,9606.ENSP00000263025,9606.ENSP00000269305,9606.ENSP00000302486,9606.ENSP00000304895,9606.ENSP00000336790,9606.ENSP00000339527,9606.ENSP00000354207,9606.ENSP00000358548,9606.ENSP00000358997,9606.ENSP00000360266,9606.ENSP00000361423,9606.ENSP00000376345,9606.ENSP00000381070,9606.ENSP00000381185,9606.ENSP00000401888,9606.ENSP00000414303,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000433623,9606.ENSP00000463939	NFKB1,RAP1B,KRAS,IRAK2,MAPK3,TP53,MAP2K1,IRS1,ATF4,FOXO3,NTRK3,NRAS,IRAK1,JUN,ABL1,GRB2,MAP2K7,BCL2,RAF1,BDNF,PIK3R1,IKBKB,TRAF6,ARHGDIA
hsa05216	Thyroid cancer	15	37	0.99	4.71e-09	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000261769,9606.ENSP00000263025,9606.ENSP00000265165,9606.ENSP00000269305,9606.ENSP00000287820,9606.ENSP00000302486,9606.ENSP00000340347,9606.ENSP00000358548,9606.ENSP00000363591,9606.ENSP00000384849,9606.ENSP00000478887,9606.ENSP00000495360,9606.ENSP00000498577	CCND1,KRAS,CDH1,MAPK3,LEF1,TP53,PPARG,MAP2K1,TCF7,NRAS,BAK1,CDKN1A,MYC,CTNNB1,TPM3
hsa04916	Melanogenesis	22	95	0.75	5.24e-09	9606.ENSP00000225512,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000264634,9606.ENSP00000265165,9606.ENSP00000284523,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000288135,9606.ENSP00000293549,9606.ENSP00000294016,9606.ENSP00000302486,9606.ENSP00000311405,9606.ENSP00000312999,9606.ENSP00000340347,9606.ENSP00000358548,9606.ENSP00000387699,9606.ENSP00000391803,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000495360,9606.ENSP00000495951	WNT3,KRAS,MAPK3,WNT5A,LEF1,WNT3A,WNT7A,FZD7,KIT,WNT1,ADCY9,MAP2K1,ADCY6,GNAI2,TCF7,NRAS,CREB1,MITF,RAF1,PRKCA,CTNNB1,KITLG
hsa05140	Leishmaniasis	19	69	0.82	6.21e-09	9606.ENSP00000221930,9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000260010,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000306245,9606.ENSP00000327251,9606.ENSP00000354394,9606.ENSP00000356438,9606.ENSP00000358997,9606.ENSP00000360266,9606.ENSP00000363089,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000433623,9606.ENSP00000498321,9606.ENSP00000499900	TGFB1,NFKB1,IFNG,TLR2,MAPK3,IL1B,FOS,NOS2,STAT1,PTGS2,IRAK1,JUN,TLR4,JAK2,TNF,IL10,TRAF6,MYD88,JAK1
hsa04660	T cell receptor signaling pathway	22	100	0.73	1.15e-08	9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234310,9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000263056,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000319476,9606.ENSP00000346671,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000367686,9606.ENSP00000376345,9606.ENSP00000378323,9606.ENSP00000381070,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000412237,9606.ENSP00000428056,9606.ENSP00000430684	NFKB1,IFNG,PPP3R1,KRAS,MAPK3,MAP3K8,MAP2K1,FOS,ICOS,FYN,NRAS,CHUK,JUN,PAK5,GRB2,PPP3CA,MAP2K7,TNF,RAF1,IL10,PIK3R1,IKBKB
hsa04919	Thyroid hormone signaling pathway	24	120	0.68	1.15e-08	9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000256646,9606.ENSP00000263025,9606.ENSP00000269305,9606.ENSP00000302486,9606.ENSP00000354394,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000361066,9606.ENSP00000362649,9606.ENSP00000364163,9606.ENSP00000368880,9606.ENSP00000399968,9606.ENSP00000401888,9606.ENSP00000405330,9606.ENSP00000408695,9606.ENSP00000427336,9606.ENSP00000428056,9606.ENSP00000440045,9606.ENSP00000452786,9606.ENSP00000478887,9606.ENSP00000495360,9606.ENSP00000498587	CCND1,KRAS,NOTCH2,MAPK3,TP53,MAP2K1,STAT1,MTOR,NRAS,NCOA3,HDAC1,NOTCH4,FOXO1,NCOA2,RAF1,ESR1,PRKCA,DIO3,PIK3R1,ATP2A2,ITGB3,MYC,CTNNB1,NOTCH1
hsa05133	Pertussis	19	73	0.8	1.32e-08	9606.ENSP00000226574,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000293379,9606.ENSP00000298159,9606.ENSP00000306245,9606.ENSP00000306512,9606.ENSP00000311032,9606.ENSP00000312999,9606.ENSP00000327251,9606.ENSP00000358327,9606.ENSP00000358997,9606.ENSP00000360266,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000433623,9606.ENSP00000498321	NFKB1,MAPK3,IL1B,ITGA5,CFL2,FOS,CXCL8,CASP3,GNAI2,NOS2,CASP7,IRAK1,JUN,TLR4,IL6,TNF,IL10,TRAF6,MYD88
hsa04658	Th1 and Th2 cell differentiation	20	85	0.76	2.21e-08	9606.ENSP00000226574,9606.ENSP00000229135,9606.ENSP00000234310,9606.ENSP00000254958,9606.ENSP00000256646,9606.ENSP00000262345,9606.ENSP00000263025,9606.ENSP00000304915,9606.ENSP00000306245,9606.ENSP00000354394,9606.ENSP00000355718,9606.ENSP00000359424,9606.ENSP00000360266,9606.ENSP00000371067,9606.ENSP00000378323,9606.ENSP00000382800,9606.ENSP00000430684,9606.ENSP00000432511,9606.ENSP00000498587,9606.ENSP00000499900	NFKB1,IFNG,PPP3R1,JAG1,NOTCH2,IL12RB2,MAPK3,IL13,FOS,STAT1,DLL1,CHUK,JUN,JAK2,PPP3CA,RUNX3,IKBKB,JAK3,NOTCH1,JAK1
hsa04211	Longevity regulating pathway	20	87	0.75	3.06e-08	9606.ENSP00000212015,9606.ENSP00000226574,9606.ENSP00000256078,9606.ENSP00000269305,9606.ENSP00000287820,9606.ENSP00000294016,9606.ENSP00000304895,9606.ENSP00000307272,9606.ENSP00000311405,9606.ENSP00000336790,9606.ENSP00000339527,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000360290,9606.ENSP00000368880,9606.ENSP00000376637,9606.ENSP00000387699,9606.ENSP00000428056,9606.ENSP00000446252,9606.ENSP00000497069	SIRT1,NFKB1,KRAS,TP53,PPARG,ADCY9,IRS1,RPTOR,ADCY6,ATF4,FOXO3,MTOR,NRAS,PRKAA2,FOXO1,IGF1,CREB1,PIK3R1,SOD2,IGF1R
hsa04935	Growth hormone synthesis, secretion and action	23	117	0.68	3.08e-08	9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000294016,9606.ENSP00000302486,9606.ENSP00000304895,9606.ENSP00000306245,9606.ENSP00000311405,9606.ENSP00000312999,9606.ENSP00000330341,9606.ENSP00000336790,9606.ENSP00000354394,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000370473,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000376637,9606.ENSP00000387699,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000410402,9606.ENSP00000428056	KRAS,MAPK3,STAT3,ADCY9,MAP2K1,IRS1,FOS,ADCY6,GNAI2,SOCS3,ATF4,STAT1,MTOR,NRAS,IGFBP3,JAK2,GRB2,IGF1,CREB1,RAF1,PRKCA,MAP2K4,PIK3R1
hsa05010	Alzheimer disease	42	354	0.46	3.28e-08	9606.ENSP00000225174,9606.ENSP00000225512,9606.ENSP00000226574,9606.ENSP00000234310,9606.ENSP00000256078,9606.ENSP00000261349,9606.ENSP00000263025,9606.ENSP00000263341,9606.ENSP00000264634,9606.ENSP00000284523,9606.ENSP00000284981,9606.ENSP00000285018,9606.ENSP00000286201,9606.ENSP00000293549,9606.ENSP00000301838,9606.ENSP00000302486,9606.ENSP00000302625,9606.ENSP00000304895,9606.ENSP00000307078,9606.ENSP00000311032,9606.ENSP00000318585,9606.ENSP00000327251,9606.ENSP00000336790,9606.ENSP00000337838,9606.ENSP00000354558,9606.ENSP00000355231,9606.ENSP00000356438,9606.ENSP00000356919,9606.ENSP00000358327,9606.ENSP00000358548,9606.ENSP00000359424,9606.ENSP00000378323,9606.ENSP00000381070,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000428056,9606.ENSP00000430684,9606.ENSP00000439020,9606.ENSP00000440045,9606.ENSP00000448165,9606.ENSP00000495360	PPIF,WNT3,NFKB1,PPP3R1,KRAS,LRP6,MAPK3,IL1B,WNT5A,WNT3A,APP,WNT7A,FZD7,WNT1,FADD,MAP2K1,AXIN2,IRS1,KIF5B,CASP3,BACE1,NOS2,ATF4,RTN4,MTOR,BECN1,PTGS2,ATF6,CASP7,NRAS,CHUK,PPP3CA,MAP2K7,IL6,TNF,RAF1,PIK3R1,IKBKB,TUBA1A,ATP2A2,APAF1,CTNNB1
hsa05144	Malaria	15	46	0.9	4.63e-08	9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000260010,9606.ENSP00000260356,9606.ENSP00000263341,9606.ENSP00000264832,9606.ENSP00000306512,9606.ENSP00000317272,9606.ENSP00000353874,9606.ENSP00000361359,9606.ENSP00000363089,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000498321	TGFB1,IFNG,TLR2,THBS1,IL1B,ICAM1,CXCL8,MET,TLR9,CD40,TLR4,IL6,TNF,IL10,MYD88
hsa04015	Rap1 signaling pathway	30	201	0.56	4.96e-08	9606.ENSP00000250559,9606.ENSP00000256078,9606.ENSP00000257290,9606.ENSP00000260356,9606.ENSP00000261769,9606.ENSP00000263025,9606.ENSP00000264498,9606.ENSP00000267843,9606.ENSP00000275493,9606.ENSP00000288135,9606.ENSP00000294016,9606.ENSP00000302486,9606.ENSP00000311405,9606.ENSP00000312999,9606.ENSP00000317272,9606.ENSP00000330382,9606.ENSP00000339824,9606.ENSP00000346508,9606.ENSP00000358548,9606.ENSP00000365280,9606.ENSP00000376637,9606.ENSP00000393312,9606.ENSP00000399324,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000428056,9606.ENSP00000452786,9606.ENSP00000495360,9606.ENSP00000495951,9606.ENSP00000497069	RAP1B,KRAS,PDGFRA,THBS1,CDH1,MAPK3,FGF2,FGF7,EGFR,KIT,ADCY9,MAP2K1,ADCY6,GNAI2,MET,PDGFB,FGFR3,PDGFA,NRAS,ID1,IGF1,FGFR1,FGF16,RAF1,PRKCA,PIK3R1,ITGB3,CTNNB1,KITLG,IGF1R
hsa04071	Sphingolipid signaling pathway	22	116	0.66	1.09e-07	9606.ENSP00000226574,9606.ENSP00000256078,9606.ENSP00000262554,9606.ENSP00000263025,9606.ENSP00000269305,9606.ENSP00000302486,9606.ENSP00000305416,9606.ENSP00000312999,9606.ENSP00000317985,9606.ENSP00000324804,9606.ENSP00000325074,9606.ENSP00000346671,9606.ENSP00000358548,9606.ENSP00000361021,9606.ENSP00000362298,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000401888,9606.ENSP00000408695,9606.ENSP00000412324,9606.ENSP00000428056,9606.ENSP00000493985	NFKB1,KRAS,SPTLC1,MAPK3,TP53,MAP2K1,S1PR1,GNAI2,ROCK2,PPP2R1A,PPP2R2A,FYN,NRAS,PTEN,SGPL1,BCL2,TNF,RAF1,PRKCA,PPP2R5C,PIK3R1,KNG1
hsa04917	Prolactin signaling pathway	17	68	0.78	1.34e-07	9606.ENSP00000226574,9606.ENSP00000227507,9606.ENSP00000256078,9606.ENSP00000261254,9606.ENSP00000263025,9606.ENSP00000264657,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000330341,9606.ENSP00000339527,9606.ENSP00000354394,9606.ENSP00000358548,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000401888,9606.ENSP00000405330,9606.ENSP00000428056	NFKB1,CCND1,KRAS,CCND2,MAPK3,STAT3,MAP2K1,FOS,SOCS3,FOXO3,STAT1,NRAS,JAK2,GRB2,RAF1,ESR1,PIK3R1
hsa04520	Adherens junction	17	69	0.78	1.59e-07	9606.ENSP00000261769,9606.ENSP00000263025,9606.ENSP00000265165,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000317272,9606.ENSP00000332973,9606.ENSP00000340347,9606.ENSP00000341551,9606.ENSP00000346671,9606.ENSP00000351905,9606.ENSP00000384625,9606.ENSP00000393312,9606.ENSP00000447297,9606.ENSP00000463325,9606.ENSP00000495360,9606.ENSP00000497069	CDH1,MAPK3,LEF1,ERBB2,EGFR,MET,SMAD3,TCF7,SMAD4,FYN,TGFBR2,NLK,FGFR1,TGFBR1,PTPRM,CTNNB1,IGF1R
hsa04213	Longevity regulating pathway - multiple species	16	61	0.8	1.87e-07	9606.ENSP00000212015,9606.ENSP00000256078,9606.ENSP00000294016,9606.ENSP00000304895,9606.ENSP00000307272,9606.ENSP00000311405,9606.ENSP00000339527,9606.ENSP00000354558,9606.ENSP00000358548,9606.ENSP00000360290,9606.ENSP00000362649,9606.ENSP00000368880,9606.ENSP00000376637,9606.ENSP00000428056,9606.ENSP00000446252,9606.ENSP00000497069	SIRT1,KRAS,ADCY9,IRS1,RPTOR,ADCY6,FOXO3,MTOR,NRAS,PRKAA2,HDAC1,FOXO1,IGF1,PIK3R1,SOD2,IGF1R
hsa04060	Cytokine-cytokine receptor interaction	35	282	0.48	1.98e-07	9606.ENSP00000221930,9606.ENSP00000229135,9606.ENSP00000245817,9606.ENSP00000259205,9606.ENSP00000259206,9606.ENSP00000259211,9606.ENSP00000259212,9606.ENSP00000259213,9606.ENSP00000262345,9606.ENSP00000263326,9606.ENSP00000263341,9606.ENSP00000264257,9606.ENSP00000276431,9606.ENSP00000292303,9606.ENSP00000304915,9606.ENSP00000306512,9606.ENSP00000327440,9606.ENSP00000351905,9606.ENSP00000361359,9606.ENSP00000363708,9606.ENSP00000369581,9606.ENSP00000376893,9606.ENSP00000378118,9606.ENSP00000379204,9606.ENSP00000385675,9606.ENSP00000386380,9606.ENSP00000386884,9606.ENSP00000398368,9606.ENSP00000398698,9606.ENSP00000401907,9606.ENSP00000405004,9606.ENSP00000410481,9606.ENSP00000412237,9606.ENSP00000441600,9606.ENSP00000447297	TGFB1,IFNG,TNFSF9,IL36G,IL1RN,IL36A,IL36RN,IL36B,IL12RB2,IL37,IL1B,IL1RL2,TNFRSF10B,CCR5,IL13,CXCL8,BMP8A,TGFBR2,CD40,BMPR2,IFNB1,IL1F10,CCL8,BMP7,IL6,IL1R1,CXCR4,LIFR,TNF,BMPR1B,ACVR1,LTB,IL10,CCR3,TGFBR1
hsa04915	Estrogen signaling pathway	23	133	0.62	2.23e-07	9606.ENSP00000256078,9606.ENSP00000263025,9606.ENSP00000275493,9606.ENSP00000294016,9606.ENSP00000299767,9606.ENSP00000302486,9606.ENSP00000306245,9606.ENSP00000311405,9606.ENSP00000312999,9606.ENSP00000335153,9606.ENSP00000336790,9606.ENSP00000355124,9606.ENSP00000358548,9606.ENSP00000360266,9606.ENSP00000361066,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000387699,9606.ENSP00000399968,9606.ENSP00000401888,9606.ENSP00000404131,9606.ENSP00000405330,9606.ENSP00000428056	KRAS,MAPK3,EGFR,ADCY9,HSP90B1,MAP2K1,FOS,ADCY6,GNAI2,HSP90AA1,ATF4,KRT19,NRAS,JUN,NCOA3,GRB2,BCL2,CREB1,NCOA2,RAF1,TGFA,ESR1,PIK3R1
